ProductID,CategoryL1,CategoryL2,Tags,PopularityRank,PopularityScore,SavingAmount
P899,Books,Non-Fiction,"gift idea, bestseller, lightweight, locally sourced, top rated",14786,3.970216698907787e-08,3.0
P900,Electronics,Mobiles,"top rated, budget-friendly",25128,1.611728683838441e-08,3.0
P901,Fashion,Women's Apparel,"collectible, heavy-duty",13557,4.601318454548333e-08,3.0
P902,Toys,Remote Control,"gluten-free, budget-friendly, modern design, premium quality, bestseller",19505,2.4792041028946568e-08,4.91
P903,Fashion,Women's Apparel,top rated,4298,3.243452229457725e-07,3.0
P904,Electronics,Cameras,"customer favorite, handmade, modern design",11049,6.514953942024795e-08,3.48
P905,Fashion,Kids' Fashion,heavy-duty,6800,1.4869461927855466e-07,25.0
P906,Toys,Board Games,"durable, eco-friendly, for kids",9438,8.516564712964046e-08,3.0
P907,Sports,Team Sports Gear,"eco-friendly, organic certified",18382,2.7421594846098295e-08,3.0
P908,Beauty,Wellness,"premium quality, on sale, wireless, locally sourced",19446,2.4920050980457187e-08,7.07
P909,Fashion,Jewelry,"collectible, organic certified, top rated",8465,1.0246948858726704e-07,3.0
P910,Automotive,Car Care,"for kids, imported, vintage style",8346,1.0496564002565947e-07,3.0
P911,Fashion,Women's Apparel,"gluten-free, on sale",16603,3.2601924656307033e-08,3.0
P912,Beauty,Skincare,"handmade, durable, smart device, on sale",27150,1.4130309915250844e-08,3.0
P913,Beauty,Fragrance,"modern design, gift idea",19647,2.4488195744646238e-08,3.0
P914,Fashion,Watches,wireless,24527,1.67944146660647e-08,6.86
P915,Toys,Remote Control,"gluten-free, collectible",8583,1.0008613385403212e-07,3.0
P916,Beauty,Skincare,"vegan friendly, collectible",24833,1.6444125565719897e-08,3.0
P917,Grocery,Organic Foods,"collectible, budget-friendly",3976,3.7025554058919967e-07,3.0
P918,Sports,Team Sports Gear,for adults,11405,6.173030354462489e-08,3.0
P919,Home & Kitchen,Furniture,heavy-duty,8273,1.0654504655687492e-07,3.81
P920,Sports,Team Sports Gear,gift idea,17499,2.981521269852919e-08,3.69
P921,Books,Sci-Fi,wireless,11907,5.737152627052312e-08,3.0
P922,Beauty,Fragrance,"limited edition, gluten-free, customer favorite, lightweight",23619,1.790671181970709e-08,24.47
P923,Toys,Dolls,"for adults, organic certified",4769,2.7179030231807576e-07,4.43
P924,Home & Kitchen,Storage,on sale,780,5.902005097826079e-06,3.0
P925,Health,Vitamins,"budget-friendly, new arrival, locally sourced",10964,6.601050559833548e-08,3.0
P926,Electronics,Accessories,"new arrival, durable, gluten-free, locally sourced, heavy-duty",10858,6.710975934054197e-08,3.0
P927,Electronics,Cameras,budget-friendly,23328,1.8288102348776825e-08,6.1
P928,Beauty,Skincare,"smart device, new arrival, vintage style, modern design, gift idea",16428,3.3194522423954125e-08,4.0
P929,Health,Personal Care,"gift idea, handmade, for adults, eco-friendly, wireless",6293,1.6962984329703185e-07,6.35
P930,Health,Medical Supplies,"durable, wireless",27763,1.3604028610019513e-08,3.78
P931,Toys,Educational Toys,for kids,9516,8.398232006649393e-08,22.9
P932,Toys,Action Figures,"heavy-duty, durable, on sale, handmade",25667,1.5546145098309965e-08,3.0
P933,Home & Kitchen,Decor,"on sale, limited edition, locally sourced",18816,2.6355058671983966e-08,8.2
P934,Home & Kitchen,Lighting,"budget-friendly, organic certified, gift idea",8835,9.528164869953039e-08,3.0
P935,Sports,Outdoor Equipment,"smart device, budget-friendly, gift idea, limited edition",26570,1.4658676560367155e-08,3.0
P936,Health,Personal Care,"new arrival, premium quality",24589,1.6722489465537033e-08,9.63
P937,Home & Kitchen,Cookware,"eco-friendly, heavy-duty, limited edition",8883,9.440803954546888e-08,3.0
P938,Home & Kitchen,Storage,"gluten-free, premium quality, for kids, smart device, organic certified",17060,3.1131214170850904e-08,3.73
P939,Home & Kitchen,Storage,"collectible, durable, wireless, handmade",11593,6.003817520831166e-08,3.0
P940,Sports,Water Sports,"gift idea, gluten-free, top rated",5472,2.151354870323846e-07,3.0
P941,Home & Kitchen,Decor,"organic certified, durable, limited edition, vintage style, bestseller",685,7.36014606757896e-06,11.01
P942,Books,Children's Books,"eco-friendly, vintage style",24248,1.7124241151687185e-08,6.34
P943,Grocery,Dairy & Eggs,"on sale, eco-friendly",29537,1.2244401270705315e-08,5.0
P944,Automotive,Accessories,"on sale, organic certified, vintage style, top rated, limited edition",10624,6.964191414387104e-08,3.0
P945,Electronics,Mobiles,"limited edition, eco-friendly, handmade, new arrival, heavy-duty",6506,1.6029740975536627e-07,25.0
P946,Books,Children's Books,"locally sourced, handmade, gluten-free",28284,1.3180776509457127e-08,14.15
P947,Fashion,Women's Apparel,lightweight,23647,1.7870681617212927e-08,3.0
P948,Sports,Water Sports,"budget-friendly, bestseller, organic certified, customer favorite",27085,1.4188006441955664e-08,3.0
P949,Home & Kitchen,Appliances,"on sale, vegan friendly, smart device, collectible, gluten-free",20828,2.2174791117669057e-08,3.22
P950,Beauty,Skincare,"limited edition, collectible, gluten-free, vegan friendly, imported",349,2.3160993198041004e-05,3.56
P951,Toys,Puzzles,"heavy-duty, premium quality, gluten-free, durable",3450,4.712679912098133e-07,3.0
P952,Toys,Board Games,"for adults, imported, premium quality, organic certified",3937,3.76512327137817e-07,3.0
P953,Home & Kitchen,Furniture,budget-friendly,9747,8.062686296059304e-08,3.0
P954,Beauty,Makeup,"lightweight, gluten-free, modern design, collectible, wireless",4526,2.9706102176336567e-07,3.0
P955,Sports,Racquet Sports,eco-friendly,6988,1.4195819907850162e-07,3.0
P956,Grocery,Pantry Staples,"gluten-free, for kids, vegan friendly",4552,2.9418232372185843e-07,3.0
P957,Automotive,Electronics for Cars,"gift idea, locally sourced, collectible",8047,1.1168185082629886e-07,3.0
P958,Beauty,Skincare,handmade,27779,1.3590710816750695e-08,3.0
P959,Electronics,Cameras,"vegan friendly, handmade",10897,6.670195888289742e-08,3.0
P960,Electronics,Cameras,gluten-free,21420,2.1143034176937166e-08,16.07
P961,Electronics,Mobiles,wireless,18931,2.608346960974779e-08,3.0
P962,Fashion,Men's Apparel,"vintage style, for kids, for adults",10905,6.661879394002115e-08,3.0
P963,Automotive,Electronics for Cars,"imported, smart device, budget-friendly, heavy-duty",19664,2.445221655945761e-08,25.0
P964,Books,Academic,"locally sourced, top rated, vintage style, for adults, eco-friendly",8313,1.0567498089972262e-07,3.0
P965,Books,Fiction,"gluten-free, lightweight",13984,4.3650276480087745e-08,3.0
P966,Grocery,Pantry Staples,"gluten-free, easy to use, vegan friendly, on sale, smart device",19244,2.5366369414649914e-08,3.0
P967,Electronics,Audio,"durable, locally sourced, gift idea, gluten-free, vintage style",4863,2.6291971121629943e-07,3.0
P968,Toys,Remote Control,"smart device, vegan friendly, bestseller, gluten-free",25694,1.5518383535722432e-08,3.0
P969,Beauty,Fragrance,"eco-friendly, locally sourced, on sale, heavy-duty",15098,3.831751967719173e-08,5.94
P970,Toys,Dolls,eco-friendly,25213,1.6025024950235852e-08,3.02
P971,Beauty,Makeup,"smart device, handmade, vegan friendly, vintage style",9436,8.519633647689935e-08,3.0
P972,Grocery,Dairy & Eggs,"smart device, eco-friendly, for kids",26053,1.515661600186284e-08,3.0
P973,Sports,Water Sports,"top rated, organic certified",21438,2.111286407234207e-08,3.0
P974,Beauty,Makeup,"gluten-free, heavy-duty, organic certified",13771,4.4804237610785964e-08,7.59
P975,Health,Vitamins,lightweight,3721,4.144183390875468e-07,3.0
P976,Books,Children's Books,"top rated, premium quality, vintage style, imported",27303,1.3995962732725268e-08,3.05
P977,Electronics,Audio,"new arrival, budget-friendly, customer favorite",11176,6.389598016045958e-08,3.0
P978,Sports,Cycling,on sale,22486,1.9467476275258693e-08,9.86
P979,Books,Children's Books,on sale,1125,3.166657669876115e-06,3.0
P980,Sports,Outdoor Equipment,"new arrival, gift idea",22014,2.0182370253815293e-08,3.0
P981,Electronics,Audio,"eco-friendly, for kids, new arrival, premium quality, budget-friendly",8659,9.8597351111122e-08,4.0
P982,Sports,Fitness Gear,"vintage style, organic certified, for adults",23735,1.7758190214501615e-08,25.0
P983,Automotive,Car Care,gift idea,16373,3.338430656113214e-08,3.0
P984,Toys,Remote Control,"gift idea, eco-friendly",23887,1.7566517335440965e-08,25.0
P985,Beauty,Fragrance,"gluten-free, handmade, locally sourced",6330,1.6794771437005272e-07,5.4
P986,Fashion,Men's Apparel,"wireless, for kids, new arrival, lightweight",26970,1.429100581333907e-08,3.0
P987,Fashion,Footwear,premium quality,10925,6.641160058125177e-08,3.0
P988,Health,Vitamins,"limited edition, new arrival",4416,3.0974977161341257e-07,3.0
P989,Home & Kitchen,Bedding,"modern design, essential item",5543,2.1047189498474586e-07,9.42
P990,Grocery,Pantry Staples,"lightweight, premium quality",17871,2.8767846428668846e-08,3.0
P991,Books,Mystery,"on sale, modern design",27832,1.3546743198695978e-08,3.62
P992,Grocery,Pantry Staples,"durable, vintage style, modern design, bestseller, top rated",15202,3.787295282698419e-08,3.0
P993,Automotive,Car Parts,"vegan friendly, gift idea",26675,1.4560720890037788e-08,15.33
P994,Electronics,Wearables,"on sale, wireless",1767,1.4698000935850555e-06,5.95
P995,Electronics,Laptops,"customer favorite, budget-friendly, heavy-duty, bestseller, limited edition",24886,1.6384633840123018e-08,3.0
P996,Beauty,Haircare,handmade,2292,9.444860814308762e-07,3.0
P997,Sports,Cycling,"essential item, premium quality, on sale",29565,1.2224694174862278e-08,3.0
P998,Electronics,Accessories,"wireless, for adults, heavy-duty",8899,9.411966080101531e-08,3.0
P999,Automotive,Car Parts,"new arrival, premium quality, gift idea, lightweight, vegan friendly",21911,2.0343921285500318e-08,13.18
P1000,Fashion,Men's Apparel,"budget-friendly, gluten-free, limited edition, handmade",27666,1.3685213320411135e-08,3.0
P1001,Toys,Board Games,"customer favorite, eco-friendly, budget-friendly",13666,4.5391025742190965e-08,8.58
P1002,Beauty,Fragrance,"handmade, top rated, essential item",24620,1.6686710149162114e-08,9.44
P1003,Grocery,Snacks,"imported, locally sourced, smart device",16307,3.361433189523812e-08,6.85
P1004,Toys,Educational Toys,easy to use,8463,1.0251065898516504e-07,3.0
P1005,Automotive,Car Parts,"vegan friendly, collectible",17365,3.0207394394401986e-08,3.0
P1006,Grocery,Frozen Foods,"premium quality, heavy-duty, eco-friendly, customer favorite, bestseller",25614,1.560086993139946e-08,3.0
P1007,Toys,Board Games,"collectible, easy to use, customer favorite, vegan friendly",2361,8.980431960625433e-07,3.0
P1008,Sports,Team Sports Gear,"gift idea, for kids, premium quality",28849,1.2744949135933e-08,3.73
P1009,Grocery,Snacks,locally sourced,26667,1.4568147544551995e-08,3.06
P1010,Automotive,Car Care,"premium quality, easy to use",19348,2.5135010502983533e-08,3.11
P1011,Books,Comics,"modern design, budget-friendly, easy to use",10508,7.095390397044622e-08,3.0
P1012,Sports,Cycling,"budget-friendly, lightweight",28996,1.2635302682059772e-08,5.65
P1013,Electronics,Laptops,"lightweight, gift idea, limited edition, vegan friendly",12264,5.456143244998587e-08,3.0
P1014,Books,Sci-Fi,"on sale, easy to use, gift idea, top rated",17739,2.913270945217522e-08,4.85
P1015,Automotive,Accessories,"bestseller, heavy-duty",21735,2.0624765013918874e-08,3.0
P1016,Health,Vitamins,"premium quality, easy to use, gluten-free, for adults",27397,1.3914425771388046e-08,5.83
P1017,Grocery,Pantry Staples,"collectible, customer favorite, new arrival, limited edition, heavy-duty",21394,2.1186734259391308e-08,5.74
P1018,Home & Kitchen,Decor,"vegan friendly, heavy-duty, bestseller",10221,7.437408653818105e-08,16.79
P1019,Fashion,Kids' Fashion,"on sale, for kids, imported, easy to use",10255,7.395538033126951e-08,25.0
P1020,Books,Mystery,"for adults, for kids, organic certified, handmade",11814,5.814141027287896e-08,9.43
P1021,Home & Kitchen,Appliances,"durable, premium quality, gluten-free, vintage style",4150,3.4425371882181134e-07,5.54
P1022,Automotive,Accessories,"wireless, limited edition",12737,5.1161851390960267e-08,3.0
P1023,Books,Academic,"durable, organic certified, for adults, bestseller",19576,2.463937452983344e-08,3.0
P1024,Home & Kitchen,Furniture,"customer favorite, heavy-duty, eco-friendly, limited edition, smart device",6834,1.474391940657849e-07,24.84
P1025,Automotive,Electronics for Cars,"wireless, customer favorite, smart device",15965,3.48476291219081e-08,6.03
P1026,Automotive,Accessories,"essential item, limited edition, handmade, new arrival, gluten-free",16235,3.3868152515309604e-08,4.46
P1027,Sports,Water Sports,"organic certified, bestseller, for kids, collectible",28502,1.3009851341946899e-08,4.11
P1028,Home & Kitchen,Lighting,"smart device, on sale, customer favorite, lightweight",26480,1.4743474315827425e-08,9.95
P1029,Health,Wellness Devices,"limited edition, budget-friendly, locally sourced",6600,1.5643564401985653e-07,3.0
P1030,Beauty,Fragrance,top rated,14055,4.32760844837414e-08,3.0
P1031,Sports,Racquet Sports,essential item,15889,3.5131463691106454e-08,3.0
P1032,Electronics,Wearables,durable,1497,1.9484234340630027e-06,3.0
P1033,Health,Medical Supplies,"customer favorite, vegan friendly, premium quality",5841,1.9254495960390076e-07,6.71
P1034,Toys,Action Figures,"premium quality, lightweight, modern design",27275,1.40203970928442e-08,9.45
P1035,Fashion,Jewelry,"heavy-duty, handmade, on sale, top rated",5827,1.933320580518359e-07,3.86
P1036,Toys,Board Games,"budget-friendly, eco-friendly",13248,4.785252532879057e-08,3.0
P1037,Toys,Board Games,"new arrival, gift idea, limited edition",28551,1.2971916784969632e-08,3.0
P1038,Books,Fiction,"new arrival, imported, gift idea",27262,1.40317646552778e-08,11.3
P1039,Automotive,Tools,"gluten-free, top rated, on sale, limited edition",8348,1.0492289287066998e-07,3.0
P1040,Grocery,Pantry Staples,"handmade, on sale, limited edition, smart device",24125,1.7272927789456447e-08,3.0
P1041,Beauty,Haircare,"for kids, modern design, easy to use",1539,1.8588945372047362e-06,11.47
P1042,Home & Kitchen,Furniture,eco-friendly,20487,2.280589813735195e-08,8.72
P1043,Health,Wellness Devices,"collectible, new arrival, essential item",27725,1.3635741568381574e-08,3.0
P1044,Electronics,Cameras,"customer favorite, easy to use",20155,2.34482070670245e-08,25.0
P1045,Automotive,Tools,"vintage style, new arrival, gift idea",11987,5.6722131948290206e-08,8.69
P1046,Beauty,Makeup,essential item,15088,3.836070293082621e-08,25.0
P1047,Fashion,Footwear,"lightweight, vintage style",29284,1.2424780581710838e-08,3.0
P1048,Automotive,Electronics for Cars,"on sale, collectible, premium quality, budget-friendly, essential item",11657,5.9478889420896786e-08,3.4
P1049,Fashion,Kids' Fashion,"lightweight, vintage style, collectible",24052,1.7362144766166566e-08,3.28
P1050,Fashion,Women's Apparel,"wireless, durable, imported",16752,3.2110500544896826e-08,3.0
P1051,Grocery,Frozen Foods,"wireless, imported, collectible, gluten-free, for adults",22002,2.0201086686089876e-08,3.0
P1052,Home & Kitchen,Appliances,"on sale, top rated",19247,2.5359648293106706e-08,3.0
P1053,Electronics,Cameras,"for kids, heavy-duty, handmade, bestseller, customer favorite",6200,1.7397807959750924e-07,3.0
P1054,Home & Kitchen,Appliances,"gluten-free, top rated, collectible, smart device",9419,8.545790662273723e-08,3.0
P1055,Toys,Educational Toys,organic certified,7089,1.3853705303093915e-07,3.0
P1056,Books,Comics,"handmade, eco-friendly",26133,1.5077823267165895e-08,3.0
P1057,Electronics,Wearables,"essential item, vintage style, wireless",6445,1.628851296953851e-07,3.0
P1058,Fashion,Footwear,"new arrival, for adults",9338,8.672190843477171e-08,3.0
P1059,Automotive,Car Care,"heavy-duty, customer favorite, locally sourced",3466,4.675756169996204e-07,3.0
P1060,Grocery,Frozen Foods,"for adults, for kids, new arrival",5546,2.1027838553108134e-07,3.46
P1061,Books,Mystery,"gluten-free, durable, for kids, handmade, customer favorite",24941,1.6323257768556595e-08,4.49
P1062,Beauty,Men's Grooming,top rated,16374,3.33808405718794e-08,5.93
P1063,Grocery,Snacks,organic certified,11950,5.7021017913833764e-08,3.0
P1064,Sports,Water Sports,"locally sourced, for adults",20954,2.1948589071627758e-08,3.0
P1065,Fashion,Jewelry,"premium quality, imported, on sale",17491,2.9838399011548305e-08,3.0
P1066,Grocery,Dairy & Eggs,"imported, customer favorite",24904,1.6364506834255914e-08,5.78
P1067,Automotive,Tools,"heavy-duty, wireless",1084,3.372955605706917e-06,3.0
